Довжина,Категорія,Обл,ВікБуд,ВікРем,Стан
0.03554574516669203,0.25,0.0,0.2204724409448819,0.29166666666666663,3
0.0033795098188460953,0.5,0.0,0.26771653543307083,0.35416666666666663,3
0.0032120566296239914,0.5,0.0,0.26771653543307083,0.35416666666666663,3
0.020155274775460495,0.75,0.0,0.33858267716535434,0.44791666666666663,4
0.01973664180240524,0.5,0.0,0.3543307086614173,0.46875,4
0.03077332927386208,0.5,0.0,0.2755905511811024,0.125,3
0.022667072613792055,0.5,0.0,0.31496062992125984,0.19791666666666666,3
0.01803166387578018,0.25,0.0,0.2440944881889764,0.32291666666666663,3
0.00867711980514538,0.25,0.0,0.48031496062992124,0.38541666666666663,3
0.007352717308570558,0.25,0.0,0.48031496062992124,0.40625,4
0.007352717308570558,0.25,0.0,0.48031496062992124,0.40625,4
0.019028771502511796,0.25,0.0,0.45669291338582674,0.3958333333333333,4
0.018115390470391228,0.25,0.0,0.47244094488188976,0.4375,5
0.0032729486984320287,0.0,0.0,0.4645669291338583,0.34375,3
0.0188765413304917,0.25,0.0,0.6456692913385826,0.4895833333333333,3
0.0029304308113868166,0.25,0.0,0.3858267716535433,0.5104166666666666,3
0.009400213122240828,0.25,0.0,0.4409448818897638,0.19791666666666666,3
0.009400213122240828,0.25,0.0,0.4409448818897638,0.19791666666666666,3
0.009780788552291064,0.25,0.0,0.4094488188976378,0.3333333333333333,4
0.00965900441467499,0.25,0.0,0.4015748031496063,0.32291666666666663,4
0.07190592175369158,0.25,0.0,0.007874015748031496,0.010416666666666666,1
0.15283909270817478,0.25,0.0,0.33858267716535434,0.44791666666666663,1
0.15283909270817478,0.25,0.0,0.33858267716535434,0.44791666666666663,1
0.007352717308570558,0.25,0.0,0.3464566929133858,0.4583333333333333,4
0.0028923732683817927,0.25,0.0,0.3464566929133858,0.4583333333333333,3
0.007200487136550464,0.0,0.0,0.3464566929133858,0.2708333333333333,3
0.05780940782463084,0.0,0.0,0.2992125984251969,0.25,4
0.05329578322423504,0.5,0.0,0.23622047244094488,0.3125,3
0.025803014157405997,0.5,0.0,0.36220472440944884,0.4375,4
0.011386816867103059,0.5,0.0,0.31496062992125984,0.41666666666666663,3
0.046963008068199114,0.5,0.0,0.3858267716535433,0.46875,3
0.022552899984776983,0.25,0.0,0.3858267716535433,0.38541666666666663,3
0.011462931953113108,0.5,0.0,0.4015748031496063,0.41666666666666663,3
0.016060283148119955,0.0,0.0,0.3858267716535433,0.38541666666666663,3
0.03702998934388796,0.25,0.0,0.7086614173228346,0.40625,3
0.03702998934388796,0.25,0.0,0.7086614173228346,0.40625,3
0.006698127568884153,0.25,0.0,0.33858267716535434,0.44791666666666663,3
0.007657177652610748,0.5,0.0,1.0,0.375,4
0.016714872887806362,0.25,0.0,0.44881889763779526,0.3645833333333333,4
0.024615618815649262,0.25,0.0,0.36220472440944884,0.23958333333333331,3
0.007459278428984624,0.25,0.0,0.3464566929133858,0.4583333333333333,2
0.007459278428984624,0.25,0.0,0.33858267716535434,0.44791666666666663,3
0.007459278428984624,0.25,0.0,0.3700787401574803,0.4895833333333333,3
0.024722179936063328,0.5,0.0,0.3700787401574803,0.4895833333333333,3
0.03356675293043081,0.5,0.0,0.3858267716535433,0.5104166666666666,1
0.01252093164865276,0.5,0.0,0.4409448818897638,0.010416666666666666,1
0.005221494900289237,0.5,0.0,0.3779527559055118,0.35416666666666663,3
0.005297609986299284,0.5,0.0,0.31496062992125984,0.41666666666666663,2
0.011386816867103059,0.5,0.0,0.3228346456692913,0.4270833333333333,3
0.005221494900289237,0.5,0.0,0.30708661417322836,0.29166666666666663,3
0.0028923732683817927,0.5,0.0,0.3307086614173228,0.23958333333333331,3
0.026351042776678338,0.5,0.0,0.47244094488188976,0.26041666666666663,3
0.05350890546506317,0.5,0.0,0.3543307086614173,0.26041666666666663,3
0.020855533566752932,0.5,0.0,0.30708661417322836,0.40625,3
0.09445882173846856,0.5,0.0,0.12598425196850394,0.16666666666666666,3
0.012635104277667834,1.0,0.0,0.2755905511811024,0.3645833333333333,3
0.03562186025270208,0.75,0.0,0.14173228346456693,0.1875,3
0.028467042167757653,0.75,0.0,0.14173228346456693,0.1875,3
0.03134419241893743,0.75,0.0,0.31496062992125984,0.41666666666666663,4
0.033018724311158466,0.75,0.0,0.2125984251968504,0.0625,3
0.008601004719135332,0.75,0.0,0.4015748031496063,0.53125,3
0.02011721723245547,0.75,0.0,0.33858267716535434,0.44791666666666663,3
0.0029684883543918397,0.25,0.04,0.3464566929133858,0.3125,1
0.016593088750190284,0.25,0.04,0.14960629921259844,0.125,2
0.008220429289085096,0.25,0.04,0.33858267716535434,0.44791666666666663,1
0.0028923732683817927,0.25,0.04,0.5905511811023622,0.38541666666666663,2
0.1340386664636931,0.5,0.04,0.26771653543307083,0.020833333333333332,1
0.049855381336580906,0.25,0.04,0.26771653543307083,0.020833333333333332,1
0.0877606941695844,0.25,0.04,0.26771653543307083,0.35416666666666663,3
0.030446034404018878,0.25,0.04,0.25196850393700787,0.3333333333333333,3
0.0625666007002588,0.25,0.04,0.22834645669291337,0.3020833333333333,4
0.007459278428984624,0.25,0.04,0.7637795275590551,0.21875,3
0.007459278428984624,0.25,0.04,0.41732283464566927,0.23958333333333331,3
0.09480133962551378,0.5,0.04,0.41732283464566927,0.17708333333333331,1
0.007116760541939413,0.5,0.04,0.36220472440944884,0.25,1
0.19104886588521844,0.5,0.04,0.39370078740157477,0.03125,1
0.025346323641345717,0.0,0.04,0.3858267716535433,0.28125,3
0.007459278428984624,0.0,0.04,0.3858267716535433,0.19791666666666666,2
0.0028923732683817927,0.25,0.04,0.3858267716535433,0.3958333333333333,3
0.010397320748972446,0.25,0.04,0.2992125984251969,0.3958333333333333,4
0.02572689907139595,0.0,0.04,0.3228346456692913,0.25,4
0.03486070939260161,0.25,0.04,0.3464566929133858,0.26041666666666663,3
0.025384381184350734,0.5,0.04,0.5275590551181102,0.2708333333333333,3
0.0325772568123002,0.5,0.04,0.5433070866141733,0.2708333333333333,4
0.02914446643324707,0.5,0.04,0.5433070866141733,0.3020833333333333,3
0.02572689907139595,0.5,0.04,0.5433070866141733,0.3020833333333333,3
0.008448774547115238,0.5,0.04,0.5275590551181102,0.6979166666666666,3
0.02687623687014766,0.5,0.04,0.5275590551181102,0.6979166666666666,3
0.011980514537981428,0.5,0.04,0.5275590551181102,0.6979166666666666,3
0.028558380270969706,0.25,0.04,0.5275590551181102,0.6979166666666666,3
0.01708022530065459,0.5,0.04,0.5433070866141733,0.71875,3
0.03120718526411935,0.5,0.04,0.5275590551181102,0.6979166666666666,4
0.005936976708783681,0.5,0.04,0.7244094488188977,0.9583333333333333,2
0.007459278428984624,0.25,0.04,0.36220472440944884,0.08333333333333333,3
0.007459278428984624,0.25,0.04,0.6220472440944882,0.22916666666666666,3
0.016593088750190284,0.5,0.04,0.4094488188976378,0.22916666666666666,3
0.0028923732683817927,0.25,0.04,0.3464566929133858,0.375,5
0.03677119805145379,0.5,0.04,0.3464566929133858,0.19791666666666666,3
0.03052214949002892,0.5,0.04,0.7480314960629921,0.28125,2
0.05343279037905313,0.5,0.04,0.1889763779527559,0.25,4
0.007596285583802709,0.5,0.04,0.33858267716535434,0.44791666666666663,4
0.004429898005784746,0.5,0.04,0.4015748031496063,0.3958333333333333,3
0.002732531587760694,0.5,0.04,0.4409448818897638,0.3958333333333333,3
0.01517734815040341,0.5,0.04,0.2992125984251969,0.3958333333333333,3
0.004825696453036991,0.5,0.04,0.33858267716535434,0.44791666666666663,2
0.002192114477089359,0.5,0.04,0.2992125984251969,0.3958333333333333,3
